iso,Country,area_ha,population,Fa_tf_mean,Fa_tf_std,Fb_mean,Fb_std,Fc_mean,Fc_std,Fab_tf_mean,Fab_tf_std,Fabc_tf_mean,Fabc_tf_std
COK,Cook Islands,19113.281832262284,,0.0,0.0,-2.057519495873269e-10,2.3531714070144233e-10,1.0938764590332913e-09,1.772658310985715e-25,-2.057519495873269e-10,2.3543488758932185e-10,8.881245094459642e-10,2.3543488758932185e-10
COL,Colombia,113511769.03924595,50629997.0,-4.3818914479962737e-10,3.050425369375427e-10,1.6062992452963997e-10,1.2123419381962101e-11,2.2369961144491104e-10,6.112929049240833e-26,-2.775592011556416e-10,3.112843142009878e-10,-5.385958971072972e-11,3.112843142009878e-10
COM,Comoros,167222.78309756046,802163.0,0.0,0.0,1.3681622549393972e-11,1.595800892804478e-11,4.829170798526364e-10,0.0,1.3681622549393972e-11,1.5965993921753398e-11,4.965987024020305e-10,1.5965993921753398e-11
CPV,Cabo Verde,392671.62498637434,514679.0,0.0,0.0,3.5211227703248933e-12,5.467820486742123e-12,3.624661404468399e-10,6.902728027032296e-26,3.5211227703248933e-12,5.470556449128368e-12,3.6598726321716476e-10,5.4705564491283686e-12
CRI,Costa Rica,5115104.640134283,5034320.0,-6.795457853837274e-10,3.9249414063742294e-10,2.0465097053664944e-10,1.240850935250344e-10,4.106140232567483e-10,8.478435916861649e-26,-4.748948479341431e-10,4.0918102809147106e-10,-6.428082467737515e-11,4.0918102809147106e-10
CUB,Cuba,10992930.045633754,11176354.0,-7.446389603153417e-11,8.29323934761236e-11,-7.62747620078811e-11,6.543254674637857e-11,6.199989959399558e-10,7.890177908781545e-26,-1.5073866119399733e-10,1.0403604160242492e-10,4.692603347459494e-10,1.0403604160242492e-10
CUW,Curaçao,46324.25425843238,154947.0,,,,,2.542967154211376e-08,4.680926611087961e-24,,,,
CYM,Cayman Islands,30920.20016722423,68684.0,0.0,0.0,,,,,,,,
CYN,Northern Cyprus,331942.905080455,,5.215510479371101e-13,2.2498051278396562e-12,,,,,,,,
CYP,Cyprus,539503.8438427753,1302247.0,-8.55827155393831e-12,1.977923257041665e-11,-1.8947678902875513e-10,1.1973268989746778e-10,3.6139712005444127e-09,8.038513051272849e-25,-1.980350596546185e-10,1.1823360978026644e-10,3.4159361408896086e-09,1.1823360978026647e-10
CZE,Czechia,7875898.704902744,10697858.0,-1.0302824228743303e-10,1.4732467283736201e-10,-2.799457482391816e-10,4.0869262109838775e-10,3.5385674154696164e-09,1.7620576810079513e-24,-3.829739862286797e-10,4.680273486285802e-10,3.1555934292409365e-09,4.680273486285802e-10
DEU,Germany,35767353.63985592,83160871.0,-4.009835377929228e-11,1.8039527231922968e-10,-1.4835859771540468e-10,2.5908889891218775e-10,5.7048163744959065e-09,1.552006105629274e-24,-1.8845695123899452e-10,3.2014555973489197e-10,5.516359423256908e-09,3.2014555973489197e-10
DJI,Djibouti,2184795.9000487616,1105188.0,0.0,0.0,4.6443464123003595e-12,3.3441319458156444e-12,5.3606039130925725e-11,1.2406218041480517e-26,4.6443464123003595e-12,3.345805266883988e-12,5.825038554322608e-11,3.345805266883988e-12
DMA,Dominica,73031.19552754545,67573.0,,,-1.1753103503231789e-10,2.0203546986961885e-10,6.111594261357502e-10,9.278587772096067e-26,,,,
DNK,Denmark,4269587.116306502,5831404.0,-8.509418829104373e-12,2.3979972116969e-11,1.296775709026787e-10,8.680003405364304e-11,2.159564407355095e-09,8.125954237361793e-25,1.2116815146180558e-10,9.513800764835828e-11,2.280732558816924e-09,9.513800764835828e-11
DOM,Dominican Republic,4843987.561650985,11008300.0,-2.337401336377707e-10,2.1762252412570367e-10,2.9152479068664186e-11,1.3104389151590813e-10,1.3665314790880011e-09,1.790594478101383e-25,-2.0458766744457307e-10,2.1047918258018853e-10,1.1619438116434073e-09,2.1047918258018853e-10
DZA,Algeria,230885792.64022177,44042091.0,-9.139225830530398e-14,5.725292513168342e-13,5.802519958807601e-13,2.3957731587081538e-12,1.770624464494986e-10,0.0,4.888597355770655e-13,2.4903360587100683e-12,1.775513061850761e-10,2.4903360587100683e-12
ECU,Ecuador,25501416.79263304,17546065.0,-5.829395723728766e-10,3.013442493210805e-10,2.2870623814457514e-10,5.755642162526498e-11,4.0148031689067127e-10,6.802459212689475e-26,-3.542333073824323e-10,3.3235337227852903e-10,4.7247009508235114e-11,3.3235337227852903e-10
EGY,Egypt,100105832.3265987,109315124.0,-2.368473089824175e-13,1.2358184046298452e-12,6.918642969176663e-12,6.9888706309033415e-12,6.498275056182738e-10,0.0,6.681795656765874e-12,7.311096566002321e-12,6.565093012750398e-10,7.311096566002321e-12
ERI,Eritrea,12253788.835422913,3291271.0,0.0,0.0,3.3945072629093023e-11,3.683941050778848e-11,1.3485027827166488e-11,0.0,3.3945072629093023e-11,3.685784403934625e-11,4.743010045625951e-11,3.685784403934625e-11
ESH,Western Sahara,,,,,,,,,,,,
ESP,Spain,50688492.91343196,47365655.0,-6.133994761513385e-11,6.114805001785053e-11,-6.686608731469816e-11,2.5034153226118948e-11,1.3486901551762265e-09,0.0,-1.2820603135271046e-10,7.438082366720397e-11,1.220484123823514e-09,7.438082366720397e-11
EST,Estonia,4581895.3199895285,1329522.0,-3.4640394185252303e-10,2.403963475975958e-10,3.7546387463167354e-11,6.539022226242932e-11,9.035068079232462e-10,3.786039083888917e-25,-3.0885756303623586e-10,2.456454901325359e-10,5.946492448869886e-10,2.456454901325359e-10
ETH,Ethiopia,112737481.35305448,118917671.0,-1.3536653308945442e-10,4.4678823223182907e-11,1.5341063945572537e-10,1.9996003671521995e-10,3.6766274541680614e-11,1.5387282518262566e-26,1.804411426400901e-11,2.0664290688156937e-10,5.481038880569051e-11,2.0664290688156937e-10
FIN,Finland,33305949.95863633,5529543.0,-2.6978834145729026e-10,1.3382898567780407e-10,1.8015222623740376e-10,1.0348676711310119e-10,3.5685593051550765e-10,1.0416898350782446e-25,-8.963609546885701e-11,2.1344042701725908e-10,2.672198350466476e-10,2.1344042701725908e-10
FJI,Fiji,1893006.2690063263,914963.0,-1.2825963335422456e-10,2.2261987553861167e-10,-3.025553741566008e-11,3.7189119299091363e-11,1.7177572752941226e-10,2.8637046539064604e-26,-1.585151682211345e-10,2.279724977501687e-10,1.3260559308291866e-11,2.279724977501687e-10
FLK,Falkland Islands,1159722.631444168,,0.0,0.0,,,,,,,,
FRA,France,63675672.263833195,67601110.0,-1.2468604912569562e-10,8.689085019904162e-11,-1.809035946926736e-10,1.4331420094336432e-10,1.373649938801592e-09,0.0,-3.055896454322101e-10,1.3273564183412672e-10,1.0680602933693819e-09,1.3273564183412672e-10
FRO,Faroe Islands,132853.23253777873,52571.0,0.0,0.0,,,1.4429305205388053e-09,0.0,,,,
FSM,Micronesia (Federated States of),63384.85748537919,110916.0,,,-2.3177381133007552e-10,2.8864219117826066e-10,6.144373924998866e-10,1.0690666267724062e-25,,,,
GAB,Gabon,25996828.504876904,2322539.0,-6.861320794055245e-10,3.3454815453232847e-10,8.254131220650449e-11,1.7051028859087322e-11,3.397320464500183e-11,4.1705170778124425e-27,-6.035907206512612e-10,3.3478136939547083e-10,-5.696175160062594e-10,3.3478136939547083e-10
GBR,United Kingdom,24378250.93849965,67081234.0,-1.4789254606884812e-11,1.4929461958454983e-11,1.2611081618430538e-10,5.719480039713268e-11,4.31559004525869e-09,1.138538432705834e-24,1.1132156121693942e-10,6.551579956072503e-11,4.426911606475633e-09,6.551579956072503e-11
GEO,Georgia,6957087.551749216,3722716.0,-1.5346927748976638e-10,1.1800219472494473e-10,-2.1233354863107662e-10,8.785888169012848e-11,3.9673442913345626e-10,0.0,-3.6580281981980115e-10,1.531373585080052e-10,3.0931609313640724e-11,1.531373585080052e-10
GHA,Ghana,23866867.02805509,31887809.0,-1.6704060886222147e-10,9.214614542473595e-11,1.1412170943083167e-10,1.2696133878099662e-10,1.763637060318642e-10,3.6341667172689015e-26,-5.2918905535475406e-11,1.4034347969625635e-10,1.2344480049638878e-10,1.4034347969625635e-10
GIN,Guinea,24430208.556714855,13371183.0,-2.4202673040115437e-10,1.0666811926514393e-10,1.8804673518586453e-10,3.9664107581638356e-11,3.660664649655198e-11,8.875914177879601e-27,-5.398001811233544e-11,1.1498210913347327e-10,-1.7373371615783458e-11,1.1498210913347327e-10
GMB,Gambia,1050107.8143319532,2515733.0,0.0,0.0,2.5842532004453297e-10,2.2427805249742688e-10,1.6230790809801683e-10,5.1623374175881216e-26,2.5842532004453297e-10,2.2439027569812268e-10,4.207332281425498e-10,2.2439027569812268e-10
GNB,Guinea-Bissau,3282907.5622963845,2013255.0,-1.822709865097255e-10,1.0045555463928915e-10,1.460471389771997e-10,7.904032629620951e-11,2.44807535136776e-11,4.128208576969146e-27,-3.622386708522371e-11,1.3818655361677943e-10,-1.1743113571554112e-11,1.3818655361677943e-10
GNQ,Equatorial Guinea,2667165.4204460457,1716468.0,-6.249947180708513e-10,3.782865105649379e-10,2.9210765332643173e-10,8.453956193327953e-11,5.937681221015726e-10,1.6259991437714235e-25,-3.328870223647835e-10,4.2017593519163213e-10,2.6088109973675165e-10,4.2017593519163213e-10
GRC,Greece,13135332.588751158,10698599.0,-1.3563900936362904e-10,6.493507067574706e-11,-1.2103974187616361e-10,1.2586171867628223e-10,1.4339891086980863e-09,0.0,-2.566787567129544e-10,1.5531976951971262e-10,1.1773103519851243e-09,1.5531976951971262e-10
GRD,Grenada,34725.90215561843,116341.0,,,-2.8066389625598564e-10,3.856797426007748e-10,2.2893215018102043e-09,0.0,,,,
GRL,Greenland,215438005.07215187,56367.0,0.0,0.0,,,6.933763440947738e-13,0.0,,,,
GTM,Guatemala,10881082.511597363,17357325.0,-7.007397739952129e-10,3.8257997727368405e-10,6.108159585148026e-10,2.400169195098775e-10,4.2628505261142145e-10,7.971281690621728e-26,-8.992381575211113e-11,4.300482542708939e-10,3.363612368593103e-10,4.300482542708939e-10
GUY,Guyana,21121361.37387872,807481.0,-6.520475530063283e-10,3.7064197053517785e-10,5.316434798510293e-11,2.4974072652923533e-11,3.2654442855112353e-11,1.0266404265270161e-26,-5.988832054765464e-10,3.844915441212568e-10,-5.662287626214341e-10,3.844915441212568e-10
HKG,Hong Kong S.A.R.,103620.40175450499,7481000.0,0.0,0.0,,,1.056799025738521e-07,0.0,,,,
HND,Honduras,11223644.843028232,10119640.0,-5.199958196846624e-10,2.6060058393747614e-10,2.3514142374518843e-10,1.189056082567939e-10,2.4507352312902126e-10,3.8639931596159736e-26,-2.848543669263589e-10,2.7606437698263915e-10,-3.978084379732871e-11,2.7606437698263915e-10
HRV,Croatia,5502326.424916779,3914206.0,-2.1457056685215781e-10,1.9828561879923394e-10,-9.46245918166832e-11,6.956829372502915e-11,8.834526871692499e-10,1.5763545653355565e-25,-3.091951461965166e-10,2.257954757104566e-10,5.742575409727151e-10,2.257954757104566e-10
HTI,Haiti,2689157.3120371196,11243848.0,-1.0996467877737834e-10,2.360668515591985e-10,1.0440958353128296e-10,4.9578360508892255e-11,2.862144190663755e-10,4.031754362723346e-26,-5.555094427047639e-12,2.4590597555873744e-10,2.806593246393099e-10,2.4590597555873744e-10
HUN,Hungary,9320070.519310424,9750149.0,-5.386758597585652e-11,6.228697506067278e-11,-1.7854271955907032e-10,1.2622800417994518e-10,1.3733898884573523e-09,1.861277199976762e-25,-2.3241030282827348e-10,1.4768578089361286e-10,1.1409795856290788e-09,1.4768578089361286e-10
IDN,Indonesia,187982621.9056241,274814866.0,-6.510003358791259e-10,2.8975779488460457e-10,1.23727865981021e-09,1.062087077730964e-10,8.395196281431734e-10,1.476496887545461e-25,5.862783262890441e-10,3.402724205403307e-10,1.4257979544322175e-09,3.402724205403307e-10
IND,India,315074446.95913273,1402617695.0,-8.394708696713411e-11,3.147754156428433e-11,-4.542072366743286e-11,1.1688923388298399e-10,2.101541739946651e-09,0.0,-1.2936781018315175e-10,1.097904763683141e-10,1.9721739297634993e-09,1.097904763683141e-10
IRL,Ireland,6944520.338386661,4985382.0,-6.132007384961163e-12,1.2827667809911745e-11,-8.726191305831541e-11,2.8169008972102194e-10,1.485575218527668e-09,2.4979745057234793e-25,-9.339392099483375e-11,2.859480509294802e-10,1.39218129753282e-09,2.859480509294802e-10
IRN,Iran,162250876.47258386,87723443.0,1.5353542946320756e-12,2.583870048127843e-12,-2.9662338685808125e-12,4.400229775171891e-12,1.1177366411620858e-09,1.71065797726639e-25,-1.430879516802667e-12,4.841704534758805e-12,1.1163057616452827e-09,4.841704534758805e-12
IRQ,Iraq,43736687.860220484,42116605.0,0.0,0.0,2.4286710333319813e-11,1.629944086056603e-11,8.156097797097242e-10,1.586515633301604e-25,2.4286710333319813e-11,1.6307596698384386e-11,8.39896490043044e-10,1.6307596698384386e-11
ISL,Iceland,10239032.509503372,366463.0,0.0,0.0,7.719149043295063e-12,4.556952184751702e-12,9.399850146416638e-11,2.1177824593860816e-26,7.719149043295063e-12,4.559232371126441e-12,1.0171765050746145e-10,4.559232371126446e-12
ISR,Israel,2210137.3069811068,9215100.0,0.0,0.0,1.1941628158863352e-10,8.793634854938965e-11,7.335943240016128e-09,0.0,1.1941628158863352e-10,8.798034972727702e-11,7.455359521604762e-09,8.798034972727702e-11
ITA,Italy,30118448.39540513,59438851.0,-5.1113981032132525e-11,8.294089945155019e-11,-1.717739720213867e-10,1.0911545590306942e-10,3.134368202089986e-09,4.607736635573715e-25,-2.2288795075911816e-10,1.5204337655137374e-10,2.911480251330868e-09,1.5204337655137374e-10
JAM,Jamaica,1103290.4079889837,2830739.0,-2.468655560021143e-10,3.978529830600892e-10,-9.134707441506762e-11,1.419166957648955e-10,1.911838690363255e-09,3.9307952453306577e-25,-3.3821263414303687e-10,4.348212346070629e-10,1.5736260562202184e-09,4.348212346070629e-10
JOR,Jordan,8886265.622631969,10865228.0,0.0,0.0,6.164462928104025e-12,8.222671696352159e-12,7.313797091154283e-10,9.760700105332941e-26,6.164462928104025e-12,8.226786118274058e-12,7.375441720435323e-10,8.226786118274061e-12
JPN,Japan,37350674.72611737,126261000.0,-3.5334759269479783e-10,1.9567858020217744e-10,-8.173974674853926e-11,6.59460785217693e-11,8.458723158713028e-09,1.4862154870911015e-24,-4.350873417180109e-10,2.3001690246805269e-10,8.023635816995017e-09,2.3001690246805269e-10
KAZ,Kazakhstan,271426536.4207198,19482117.0,-2.357300463091925e-12,1.396869388674324e-12,2.0056951847042483e-11,3.4759942005049586e-11,2.741857036650626e-10,5.11290752585202e-26,1.769965139145425e-11,3.398115116615001e-11,2.9188535505651686e-10,3.398115116615001e-11
KEN,Kenya,58570225.39445155,52217334.0,-1.0331861554647967e-10,7.415814726250759e-11,3.431332798303326e-11,4.0645911888976983e-11,8.640624755903742e-11,1.4808919244325975e-26,-6.900528428708885e-11,8.261557774038528e-11,1.7400963271946848e-11,8.261557774038528e-11
KGZ,Kyrgyzstan,19899002.253313344,6726595.5,0.0,0.0,1.6062761134005025e-11,3.0157003122454517e-11,1.3454689562558844e-10,0.0,1.6062761134005025e-11,3.017209294232476e-11,1.5060965675959349e-10,3.017209294232476e-11
KHM,Cambodia,18105966.920399096,16725474.0,-4.549798989591006e-10,2.508689549676853e-10,6.34669840971222e-10,2.4211847343550607e-10,2.0327430291109656e-10,2.395237276754301e-26,1.7968994325717495e-10,3.614037238989314e-10,3.82964246168277e-10,3.614037238989314e-10
KIR,Kiribati,94986.29704677917,126099.0,0.0,0.0,0.0,0.0,1.7800008608456122e-10,7.133938040238799e-26,0.0,0.0,1.7800008608456122e-10,7.137507686716991e-26
KNA,Saint Kitts and Nevis,26412.194407662537,46870.0,,,-2.1189504035970395e-10,2.857276105607549e-10,2.437867285355485e-09,5.131162881391268e-25,,,,
KOR,South Korea,9854393.823297802,51836239.0,-2.8541755590794415e-10,2.260849972052788e-10,-3.168016665438332e-10,1.4793242967919544e-10,1.7511074581470242e-08,2.816568539204214e-24,-6.022192483813581e-10,3.188400902467919e-10,1.6908855333088893e-08,3.188400902467919e-10
KWT,Kuwait,1747354.6174896238,4400267.0,0.0,0.0,8.782996792058514e-13,6.480252207095055e-13,1.4986369744155784e-08,3.9710851102886866e-24,8.782996792058514e-13,6.483494765320032e-13,1.498724804383499e-08,6.483494765325517e-13
LAO,Laos,22811396.914197315,7346533.0,-6.717998927309114e-10,3.0777593438963876e-10,2.9548663601591116e-10,1.0880659376068015e-10,1.8894721095654852e-10,3.8023175049335826e-26,-3.763132423825725e-10,3.1260802804150083e-10,-1.8736603142602398e-10,3.1260802804150083e-10
LBN,Lebanon,1000407.7052469315,5702398.0,0.0,0.0,5.651712267254493e-11,8.950735314120725e-11,6.522966089048638e-09,1.7340165083480876e-24,5.651712267254493e-11,8.955214041103084e-11,6.579483211721184e-09,8.955214041103107e-11
LBR,Liberia,9529821.912932614,5149463.0,-6.640075394706638e-10,3.6939294691570087e-10,5.694074218360863e-10,8.067929422781824e-11,2.1591407939739846e-11,5.688470269387556e-27,-9.460017285111829e-11,3.8355277272376516e-10,-7.300876491137843e-11,3.8355277272376516e-10
LBY,Libya,162375891.64788428,7045399.0,0.0,0.0,-1.067727439340956e-12,6.033879290733036e-13,8.177847253821698e-11,1.0683380755430082e-26,-1.067727439340956e-12,6.036898494970378e-13,8.07107450988754e-11,6.03689849497037e-13
LCA,Saint Lucia,60513.315581746334,178250.0,,,-2.2635781676011577e-10,1.7202200976680274e-10,2.222722167173283e-09,1.3437565295288714e-24,,,,
LIE,Liechtenstein,13725.002645184904,38901.0,,,-4.112119426060748e-10,8.935632418820526e-11,3.0867794811536586e-09,4.937167411338676e-25,,,,
LKA,Sri Lanka,6629114.700067098,21919000.0,-6.700229519267546e-10,3.803136789855939e-10,3.0149632800586026e-10,1.3259356352268323e-10,8.348935026895341e-10,2.616825254146302e-25,-3.685266284653926e-10,3.6803105732920956e-10,4.663668742241416e-10,3.6803105732920956e-10
LSO,Lesotho,3010643.550544468,2235727.0,0.0,0.0,5.4230378076631913e-11,1.8468809572160848e-10,2.2173287947066117e-10,7.202461229855186e-26,5.4230378076631913e-11,1.847805090852728e-10,2.759632575472931e-10,1.847805090852728e-10
LTU,Lithuania,6493883.6446703905,2794885.0,-3.026618750111221e-10,1.892225003151207e-10,9.543571827139759e-11,1.0393184949438017e-10,5.594567470092702e-10,1.3356594996897702e-25,-2.0722616767010207e-10,2.203772242892009e-10,3.522305793391681e-10,2.203772242892009e-10
LUX,Luxembourg,260847.6216590273,630419.0,-2.803221955214229e-11,2.8597868566158874e-10,6.354664035107695e-11,1.0914075313425701e-10,9.516078647711509e-09,0.0,3.5514419815199335e-11,3.0379197850542223e-10,9.551593067526728e-09,3.0379197850542207e-10
LVA,Latvia,6457627.961073454,1900449.0,-3.99158935066851e-10,2.4291360689339613e-10,1.182245357896232e-10,4.500132759026167e-11,3.067994068907099e-10,6.715792108316363e-26,-2.809343725867308e-10,2.347947557433703e-10,2.586503430397918e-11,2.347947557433703e-10
MAC,Macao,3007.5669084255383,685400.0,,,,,1.2167114223253192e-07,0.0,,,,
MAR,Morocco,59174262.3497514,36584208.0,0.0,0.0,1.1132358830371926e-11,7.841497032377446e-12,2.899036278585646e-10,5.863101311592758e-26,1.1132358830371926e-11,7.845420723907856e-12,3.010359866889365e-10,7.845420723907856e-12
MCO,Monaco,1883.9594088221097,38050.0,,,4.163040861322808e-12,7.1533704104999145e-12,,,,,,
MDA,Moldova,3320655.194059752,2635130.0,0.0,0.0,-1.5619445371134403e-10,1.0429513551528595e-10,4.314100013626776e-10,0.0,-1.5619445371134403e-10,1.0434732222633322e-10,2.7521554765130346e-10,1.0434732222633322e-10
MDG,Madagascar,59298134.630922355,28953556.0,-1.4526608726588896e-10,1.039762488040359e-10,9.609892912261012e-11,4.5459379472881243e-11,1.754621963854542e-11,3.656783402154856e-27,-4.916714181720374e-11,1.1429311724290713e-10,-3.1620922178658326e-11,1.1429311724290713e-10
MDV,Maldives,10874.234766367475,502118.0,,,2.7588148172766977e-13,3.803396884125512e-29,4.0241195295140486e-08,1.495556509188298e-23,,,,
MEX,Mexico,195784508.91338766,126799054.0,-1.73780807219286e-10,5.567822020496229e-11,1.2212236664023968e-11,1.9736001535066706e-11,6.422641810045293e-10,1.4176594343277486e-25,-1.6156857636993298e-10,6.319871413945261e-11,4.806956046345969e-10,6.319871413945261e-11
MHL,Marshall Islands,16481.433375796594,42706.0,,,0.0,0.0,2.4074952133424654e-09,4.1114528230205504e-25,,,,
MKD,North Macedonia,2538520.143592789,1856124.0,-3.05960266638164e-10,2.793280966431226e-10,-7.066231499196429e-12,1.0602106378332247e-10,7.674134266576847e-10,1.708400345330369e-25,-3.1302649569160473e-10,3.2925381690907543e-10,4.543869309660406e-10,3.2925381690907543e-10
MLI,Mali,125272290.37316248,21713836.0,-5.400237019574194e-13,7.374408636164849e-13,3.2533397025469537e-11,3.8091137511236656e-11,1.0741928542069561e-11,0.0,3.199337333058551e-11,3.795691024454335e-11,4.273530187265507e-11,3.795691024454335e-11
MLT,Malta,32568.39760728248,515332.0,,,-3.031377877121104e-10,3.135970985924371e-10,1.4782286726343218e-08,6.658001327293246e-24,,,,
MMR,Myanmar,66315944.73154302,53016522.0,-4.660329295633168e-10,1.547479877055688e-10,4.1536350165118106e-10,9.966697695840262e-11,1.0617417000150713e-10,2.615846736405898e-26,-5.0669406413512704e-11,1.8022582328031487e-10,5.5504763587992917e-11,1.8022582328031487e-10
MNE,Montenegro,1372748.1737124666,621306.0,-3.205361612756841e-10,2.7500509359925264e-10,-3.4004031179113624e-10,1.442010681322987e-10,4.4989293537400054e-10,0.0,-6.605764973197027e-10,3.305276497525596e-10,-2.1068356194570218e-10,3.305276497525596e-10
MNG,Mongolia,156466396.5864474,3327204.0,-8.082831378437609e-12,4.930504675959421e-12,1.531624618628544e-12,9.546308399911584e-12,6.208365449773575e-11,0.0,-6.551206777807178e-12,1.0671632804800776e-11,5.553244771992794e-11,1.0671632804800776e-11
MOZ,Mozambique,78844686.2419084,30783688.0,-2.4240411004186647e-10,1.569473174391629e-10,1.0216762451542635e-10,7.02911988008966e-11,2.4313161321004462e-11,5.500445111336964e-27,-1.402364895539988e-10,1.5659183184706857e-10,-1.1592332823299307e-10,1.5659183184706857e-10
MRT,Mauritania,103638887.97899286,4600131.0,0.0,0.0,2.227930051186022e-12,2.0648127781820256e-12,8.993387956117644e-12,3.1384035287177163e-27,2.227930051186022e-12,2.0658459595224287e-12,1.122131800730463e-11,2.0658459595224287e-12
MSR,Montserrat,9959.713058778347,,,,,,8.928797807725105e-10,1.700918374365691e-25,,,,
MUS,Mauritius,201442.9598918322,1266014.0,-4.142988667601677e-11,1.682664910116542e-10,1.3945391298402502e-10,1.3514658929067203e-10,5.744863647725933e-09,0.0,9.80240266290907e-11,1.826725530789188e-10,5.842887674355125e-09,1.8267255307891876e-10
MWI,Malawi,11939780.338605087,19533888.0,-8.66678255925849e-11,5.6351857481375234e-11,2.663784473250682e-10,1.2723450591722369e-10,3.416220698816083e-11,4.54029363077952e-27,1.797106131646456e-10,1.2769234637316782e-10,2.138728201528148e-10,1.2769234637316782e-10
MYS,Malaysia,32788463.897131074,33889558.0,-6.58538932099509e-10,3.483149755301373e-10,9.53820550090986e-10,6.392609296530964e-11,2.0963790712297065e-09,8.465042980576312e-25,2.9528163947577124e-10,3.29100725167188e-10,2.3916607107054776e-09,3.29100725167188e-10
NAM,Namibia,82271346.61032553,2728762.0,0.0,0.0,1.6068461833516224e-11,1.1098308940697514e-11,1.266032082378454e-11,0.0,1.6068461833516224e-11,1.1103862260504762e-11,2.8728782657300765e-11,1.1103862260504762e-11
NCL,New Caledonia,1884106.940656699,284176.0,-9.173567395264584e-11,1.5702323133361156e-10,,,7.426614558584955e-10,0.0,,,,
NER,Niger,118130253.99549426,23717613.0,0.0,0.0,4.659691522554378e-11,5.237935975205985e-11,5.231564820688289e-12,0.0,4.659691522554378e-11,5.240556909057883e-11,5.1828480046232066e-11,5.240556909057883e-11
NGA,Nigeria,90749823.62340963,213996181.0,-1.0502879916938279e-10,5.148429840909103e-11,-3.421957901413411e-12,1.600491387155656e-10,3.1625192033989983e-10,7.646178942123351e-26,-1.0845077083055408e-10,1.494363670754755e-10,2.0780114950934575e-10,1.494363670754755e-10
NIC,Nicaragua,12868472.759864537,6565267.0,-6.078600115156433e-10,2.738027787562485e-10,3.9926451785519305e-10,1.989627467598534e-10,1.1016761425160942e-10,3.370103640789516e-26,-2.0859551213730488e-10,3.623971856549892e-10,-9.842789788568768e-11,3.623971856549892e-10
NIU,Niue,22057.41203751886,,,,-1.1177195202258741e-11,2.636545239592222e-11,1.0028157940901555e-10,0.0,,,,
NLD,Netherlands,3739699.4324559933,17441500.0,-7.464335972494892e-12,1.9428253877687796e-11,3.93306094397523e-10,9.49800977260436e-11,1.1141140404949666e-08,1.8554683415694213e-24,3.858417583442462e-10,9.076000314370026e-11,1.1526982163293939e-08,9.076000314370026e-11
NOR,Norway,38207373.92166884,5379475.0,-1.2572337501781876e-10,7.429039760280968e-11,2.6155804977560472e-11,2.7680979377378386e-11,3.1007240712316507e-10,4.5402844998802183e-26,-9.956758094599864e-11,8.829653375356207e-11,2.105048261771638e-10,8.829653375356207e-11
NPL,Nepal,14710582.309006238,28966574.0,-3.6464600022773476e-10,1.4708679469984686e-10,1.4325630139806225e-10,1.4839785354304386e-10,2.1897882154331338e-10,0.0,-2.2138969107146164e-10,2.1120938521816352e-10,-2.4108695281472016e-12,2.1120938521816352e-10
NRU,Nauru,2876.692159537519,11643.0,,,0.0,0.0,5.097432355234312e-09,1.1777874034188996e-24,,,,
NZL,New Zealand,26849863.877333187,5090200.0,-1.916949234273442e-10,1.436202253246957e-10,-1.8323973940715062e-11,1.764889573475433e-10,3.5444449299506607e-10,6.460827823567742e-26,-2.100189114196426e-10,2.4491169250562077e-10,1.4442558157541973e-10,2.4491169250562077e-10
OMN,Oman,31121307.976190925,4522497.0,0.0,0.0,1.6566851894349735e-12,1.2581601939239932e-12,5.68016520752664e-10,2.229627980037268e-25,1.6566851894349735e-12,1.2587897462245473e-12,5.69673205942099e-10,1.2587897462245498e-12
PAK,Pakistan,87293906.77005102,235001746.0,-4.22725495574454e-12,3.4235711409645886e-12,2.0851820686578444e-11,1.5531279212068053e-11,5.990047086326326e-10,7.948886881859478e-26,1.6624565503907416e-11,1.521010214932925e-11,6.156292741365399e-10,1.521010214932925e-11
