iso,Country,area_ha,population,Fa_tf_mean,Fa_tf_std,Fb_mean,Fb_std,Fc_mean,Fc_std,Fab_tf_mean,Fab_tf_std,Fabc_tf_mean,Fabc_tf_std
BLZ,Belize,2229937.620303661,390812.0,-1.7869952816187836e-09,1.4872034123824242e-09,4.278819567976162e-09,1.3628112416768166e-09,4.170717819399097e-10,1.3871147412125324e-25,2.4918243027895768e-09,2.014118971222736e-09,2.9088960847294863e-09,2.014118971222736e-09
BMU,Bermuda,6230.201577628656,64382.0,,,,,2.4507717010189185e-09,4.210036083398716e-25,,,,
BOL,Bolivia,108680782.71680184,11816299.0,-2.156844033821419e-09,1.8304797466617933e-09,1.3192157199982837e-09,3.7351318053751006e-10,4.810643833721371e-10,0.0,-8.376283582232135e-10,1.8158771435683374e-09,-3.56563974851068e-10,1.8158771435683374e-09
BRA,Brazil,847266181.993501,208660842.0,-1.1399480981678392e-09,1.0299141800645087e-09,1.4949640980984826e-09,4.558276506844983e-10,6.526230736563547e-10,1.330176536699153e-25,3.5501596487320127e-10,1.076571090946943e-09,1.0076390385295565e-09,1.076571090946943e-09
BRB,Barbados,44422.31342934105,281698.0,,,-4.6479080433655895e-11,4.028197747633206e-11,1.5122438966598982e-09,1.9244051652576597e-25,,,,
BRN,Brunei,571663.5850559629,447404.0,-8.337801405441167e-10,1.3424571528193757e-09,5.300925651089395e-10,1.6812459876622902e-10,5.449447818639305e-09,1.938654410752706e-24,-3.036875543329966e-10,1.3197606026913035e-09,5.145760264306309e-09,1.3197606026913035e-09
BTN,Bhutan,4042132.3377428544,770006.0,-2.164656768908294e-09,1.801607260203167e-09,7.087666888309962e-10,1.4148061712578862e-09,4.0942722314384563e-10,7.04021898845921e-26,-1.4558900809230057e-09,2.4907186350551813e-09,-1.0464628577791603e-09,2.4907186350551813e-09
BWA,Botswana,57902928.72744397,2365894.0,0.0,0.0,6.919541936366971e-10,1.043627089224496e-09,7.35684994397678e-10,9.165264145270284e-26,6.919541936366971e-10,1.044149294455711e-09,1.4276391880344176e-09,1.044149294455711e-09
CAF,Central African Republic,61798355.891486675,5026628.0,-5.514207536344444e-09,2.6838082109915432e-09,3.4882702758190977e-10,2.1770323008675e-10,1.1096366281044005e-11,2.696146831647141e-27,-5.1653800184813554e-09,2.7140609326211127e-09,-5.1542836522003216e-09,2.7140609326211127e-09
CAN,Canada,994562761.728379,38028638.0,-4.559544835657801e-09,1.8892054456433594e-09,7.539866760939479e-10,2.711577312779174e-10,4.024812432249091e-09,0.0,-3.805558332744067e-09,2.029531366570906e-09,2.1925409950501777e-10,2.029531366570906e-09
CHE,Switzerland,4143548.6668493496,8638167.0,-7.184259114231063e-11,8.714423326152411e-11,-3.025191316630021e-11,4.0874512085689013e-11,1.1843672682120524e-09,2.0082078477723423e-25,-1.0209450602609327e-10,8.82884644871765e-11,1.0822727621859593e-09,8.82884644871765e-11
CHL,Chile,73659504.4351931,19370624.0,-4.0420112434168356e-10,3.88865206407393e-10,7.366698558600901e-11,1.8868171656107723e-10,1.1770024261454356e-09,0.0,-3.3053415830469377e-10,4.519897634443217e-10,8.464682678407365e-10,4.519897634443217e-10
CHN,China,937521538.1685851,1411100000.0,-7.792668131245128e-11,3.2478055417759195e-11,-3.157375914180419e-11,1.7614623624182694e-11,2.019542172157875e-09,6.294227338247646e-25,-1.095004345559178e-10,4.428064984502565e-11,1.9100417376019575e-09,4.428064984502565e-11
CIV,Ivory Coast,32067726.68327308,28915449.0,-3.269748292686031e-10,2.101652303583458e-10,7.867501932617371e-10,2.9612805364019765e-10,1.0154143099035744e-10,0.0,4.597753626361673e-10,3.355944956685784e-10,5.613167936265247e-10,3.355944956685784e-10
CMR,Cameroon,46431846.85302737,26210558.0,-8.625843448277599e-10,3.8213135332715924e-10,2.8644188494575356e-10,9.46986080797593e-11,8.019191850125816e-11,1.6546037249348215e-26,-5.76142383574085e-10,3.7019082729312746e-10,-4.959504650728229e-10,3.7019082729312746e-10
COD,Democratic Republic of the Congo,232524013.44822502,95989998.0,-1.9337625155487552e-09,6.932992122783459e-10,1.5877675697628402e-09,6.226391152831881e-11,9.602581828738032e-12,3.388484826780092e-27,-3.4599491677924925e-10,6.674997106738277e-10,-3.363923349505112e-10,6.674997106738277e-10
COG,Republic of the Congo,34488865.818718016,5752791.0,-4.1127313681307036e-09,1.856969078139637e-09,7.248025683533436e-10,2.591512040683209e-10,1.804025109415934e-10,0.0,-3.387928563571143e-09,1.8227898089751566e-09,-3.2075260526295496e-09,1.8227898089751566e-09
COK,Cook Islands,19113.281832262284,,,,,,,,,,,
COL,Colombia,113511769.03924595,50629997.0,-9.824141407711323e-10,6.83901245342756e-10,3.601301199761082e-10,2.718054241344711e-11,5.01531505690269e-10,1.3705104315742362e-25,-6.22283977940919e-10,6.978952256134362e-10,-1.2075247225064816e-10,6.978952256134362e-10
COM,Comoros,167222.78309756046,802163.0,0.0,0.0,2.852137283818875e-12,3.3266838107010242e-12,1.0067123277725937e-10,0.0,2.852137283818875e-12,3.328348401153303e-12,1.0352337006107826e-10,3.3283484011533034e-12
CPV,Cabo Verde,392671.62498637434,514679.0,0.0,0.0,2.686422022270192e-12,4.1716447643343095e-12,2.7654162763936357e-10,5.266399894329789e-26,2.686422022270192e-12,4.173732152388044e-12,2.792280496616338e-10,4.173732152388045e-12
CRI,Costa Rica,5115104.640134283,5034320.0,-6.904503090784853e-10,3.9879240890527424e-10,2.0793496023296096e-10,1.260762600830698e-10,4.1720305734732794e-10,8.614487537427137e-26,-4.825153824635303e-10,4.157470672197238e-10,-6.531232511618252e-11,4.157470672197238e-10
CUB,Cuba,10992930.045633754,11176354.0,-7.324181034351633e-11,8.157132460192295e-11,-7.502295677105432e-11,6.435868164972227e-11,6.098237037526818e-10,7.760685980315258e-26,-1.482647702173804e-10,1.0232862412555114e-10,4.6155893353529244e-10,1.0232862412555114e-10
CUW,Curaçao,46324.25425843238,154947.0,,,,,7.602667816900619e-09,1.3994490664362713e-24,,,,
CYM,Cayman Islands,30920.20016722423,68684.0,0.0,0.0,,,,,,,,
CYN,Northern Cyprus,331942.905080455,,,,,,,,,,,
CYP,Cyprus,539503.8438427753,1302247.0,-3.5455796020263438e-12,8.194276508220023e-12,-7.849774735514844e-11,4.960368227634151e-11,1.4972208453778737e-09,3.330250474711801e-25,-8.204332657268552e-11,4.8982633054912394e-11,1.4151775188051115e-09,4.89826330549124e-11
CZE,Czechia,7875898.704902744,10697858.0,-7.585069833605942e-11,1.0846229217101218e-10,-2.0609960947322353e-10,3.008846897399554e-10,2.6051381991337146e-09,1.2972492070669153e-24,-2.8195030464508876e-10,3.445676684924122e-10,2.3231878944886257e-09,3.445676684924122e-10
DEU,Germany,35767353.63985592,83160871.0,-1.7246235913041362e-11,7.758770948899753e-11,-6.380878851064463e-11,1.1143370866754271e-10,2.4536321260636606e-09,6.675152696664015e-25,-8.105502431370879e-11,1.3769407791877865e-10,2.3725771017499506e-09,1.3769407791877865e-10
DJI,Djibouti,2184795.9000487616,1105188.0,0.0,0.0,9.181197226173284e-12,6.6108623731348036e-12,1.0597134108504618e-10,2.452528828772807e-26,9.181197226173284e-12,6.614170285462464e-12,1.1515253831121946e-10,6.614170285462464e-12
DMA,Dominica,73031.19552754545,67573.0,,,-1.270245808237018e-10,2.1835484444301201e-10,6.605257062528295e-10,1.0028063839158248e-25,,,,
DNK,Denmark,4269587.116306502,5831404.0,-6.2303529304435085e-12,1.7557449286655496e-11,9.494620609376404e-11,6.355250075117416e-11,1.5811712531797487e-09,5.949591130975686e-25,8.871585271540097e-11,6.965732638769325e-11,1.6698871058951671e-09,6.965732638769325e-11
DOM,Dominican Republic,4843987.561650985,11008300.0,-1.0285278380858081e-10,9.576054431656115e-11,1.2827979433690941e-11,5.76633068260676e-11,6.013155062368213e-10,7.879161523472321e-26,-9.002481004048764e-11,9.261725628888202e-11,5.112906961963245e-10,9.261725628888202e-11
DZA,Algeria,230885792.64022177,44042091.0,-4.791138095600411e-13,3.001421299456468e-12,3.041906933982767e-12,1.2559575900574293e-11,9.282302989499137e-10,0.0,2.562793113946384e-12,1.3055311448673043e-11,9.307930920638623e-10,1.3055311448673043e-11
ECU,Ecuador,25501416.79263304,17546065.0,-8.472432422882281e-10,4.3797314668559586e-10,3.3240120232086224e-10,8.365239140276751e-11,5.835107128046887e-10,9.886681007831711e-26,-5.148420009496317e-10,4.830417457653269e-10,6.866871185505125e-11,4.830417457653269e-10
EGY,Egypt,100105832.3265987,109315124.0,-2.1689402282524054e-13,1.1317064416447993e-12,6.335779420604234e-12,6.400090727880435e-12,5.950825552613817e-10,0.0,6.1188853946394465e-12,6.695170623964164e-12,6.012014406560213e-10,6.695170623964164e-12
ERI,Eritrea,12253788.835422913,3291271.0,0.0,0.0,1.263814957808093e-10,1.3715745594449683e-10,5.0206343820943344e-11,0.0,1.263814957808093e-10,1.3722608614942372e-10,1.7658783960175263e-10,1.3722608614942372e-10
ESH,Western Sahara,,,,,,,,,,,,
ESP,Spain,50688492.91343196,47365655.0,-6.56431226381225e-11,6.543776286847505e-11,-7.155693704647386e-11,2.6790371597223772e-11,1.443304676628363e-09,0.0,-1.3720005585652938e-10,7.959885392380408e-11,1.3061046207718314e-09,7.959885392380408e-11
EST,Estonia,4581895.3199895285,1329522.0,-1.1938024342583275e-09,8.284713603836568e-10,1.2939508861079396e-10,2.253525352399584e-10,3.113730810623818e-09,1.3047722985981481e-24,-1.0644073754470403e-09,8.46561336792321e-10,2.049323435176703e-09,8.46561336792321e-10
ETH,Ethiopia,112737481.35305448,118917671.0,-1.2833149078407362e-10,4.235685039610303e-11,1.4543783913326052e-10,1.895680492307842e-10,3.485551941699228e-11,1.4587600491913494e-26,1.7106355836476987e-11,1.9590360848306472e-10,5.196187525347011e-11,1.9590360848306472e-10
FIN,Finland,33305949.95863633,5529543.0,-1.625008974521041e-09,8.060885863442965e-10,1.085106134810761e-09,6.233291045661459e-10,2.1494408786028247e-09,6.274382805149746e-25,-5.399027207444269e-10,1.2856100732712993e-09,1.6095381578583798e-09,1.2856100732712993e-09
FJI,Fiji,1893006.2690063263,914963.0,-2.6536186709189333e-10,4.605878270487441e-10,-6.25969815172854e-11,7.694216702970951e-11,3.553941843290931e-10,5.924841619199379e-26,-3.2795884333596003e-10,4.716620971581365e-10,2.7435340993162234e-11,4.716620971581365e-10
FLK,Falkland Islands,1159722.631444168,,,,,,,,,,,
FRA,France,63675672.263833195,67601110.0,-1.174458230049773e-10,8.184530254015059e-11,-1.7039894769479376e-10,1.3499228178387604e-10,1.2938853120660992e-09,0.0,-2.8784477221989997e-10,1.2502799476457413e-10,1.0060405398461993e-09,1.2502799476457413e-10
FRO,Faroe Islands,132853.23253777873,52571.0,0.0,0.0,,,3.6464587696829052e-09,0.0,,,,
FSM,Micronesia (Federated States of),63384.85748537919,110916.0,,,-1.3245113419164052e-10,1.649495487765663e-10,3.5113082474389006e-10,6.109365265637422e-26,,,,
GAB,Gabon,25996828.504876904,2322539.0,-7.680068235667949e-09,3.7446910471686374e-09,9.239079894890893e-10,1.9085693419202003e-10,3.80271579903373e-10,4.668176390086472e-26,-6.756159725156779e-09,3.747301486348303e-09,-6.3758881452534054e-09,3.747301486348303e-09
GBR,United Kingdom,24378250.93849965,67081234.0,-5.374620270104155e-12,5.425573566520855e-12,4.5830419920420664e-11,2.0785383829681788e-11,1.5683452852254835e-09,4.137606594361237e-25,4.045579951931266e-11,2.3809350348680228e-11,1.6088010847447977e-09,2.3809350348680228e-11
GEO,Georgia,6957087.551749216,3722716.0,-2.8680651438358444e-10,2.2052490708396772e-10,-3.9681326429413366e-10,1.6419246918566981e-10,7.414253889565307e-10,0.0,-6.836197669022026e-10,2.8618621742399903e-10,5.780562205430122e-11,2.8618621742399903e-10
GHA,Ghana,23866867.02805509,31887809.0,-1.250238296397222e-10,6.896804355545405e-11,8.541595516957593e-11,9.502595146596307e-11,1.3200182930214804e-10,2.72004181280816e-26,-3.960787903883268e-11,1.050419979674709e-10,9.239395026331537e-11,1.050419979674709e-10
GIN,Guinea,24430208.556714855,13371183.0,-4.4220197270503293e-10,1.9489108779679405e-10,3.4357625342499614e-10,7.24694606629346e-11,6.688323751703196e-11,1.621699699249505e-26,-9.862576111474953e-11,2.1008140464622314e-10,-3.1742523597717564e-11,2.1008140464622314e-10
GMB,Gambia,1050107.8143319532,2515733.0,0.0,0.0,1.0787092588919413e-10,9.361730180058853e-11,6.774995701912723e-11,2.154843483957766e-26,1.0787092588919413e-10,9.366414558727019e-11,1.7562088290832136e-10,9.366414558727019e-11
GNB,Guinea-Bissau,3282907.5622963845,2013255.0,-2.9721957725176394e-10,1.6380751568976606e-10,2.381512808859285e-10,1.2888684489754155e-10,3.991945920450513e-11,6.731649570505874e-27,-5.906832824937725e-11,2.2533344354103182e-10,-1.9148869044885172e-11,2.2533344354103182e-10
GNQ,Equatorial Guinea,2667165.4204460457,1716468.0,-9.711595555524485e-10,5.878074627665648e-10,4.5389685796641713e-10,1.3136335559305505e-10,9.226375341879371e-10,2.5265887216901326e-25,-5.172626317336531e-10,6.52898116857815e-10,4.053749024542258e-10,6.52898116857815e-10
GRC,Greece,13135332.588751158,10698599.0,-1.6653241232800667e-10,7.972480789307086e-11,-1.486079874570493e-10,1.5452822701409785e-10,1.7605972400120988e-09,0.0,-3.151404065047956e-10,1.9069570046036869e-10,1.4454568335072938e-09,1.9069570046036869e-10
GRD,Grenada,34725.90215561843,116341.0,,,-8.377362236872642e-11,1.1511914978346934e-10,6.833253494005948e-10,0.0,,,,
GRL,Greenland,215438005.07215187,56367.0,0.0,0.0,,,2.6501253629960794e-09,0.0,,,,
GTM,Guatemala,10881082.511597363,17357325.0,-4.392846996873078e-10,2.398344387744079e-10,3.829126229992237e-10,1.5046350202962727e-10,2.6723258514347686e-10,4.997093376936847e-26,-5.6372076858409916e-11,2.6959168758377227e-10,2.1086050828506696e-10,2.6959168758377227e-10
GUY,Guyana,21121361.37387872,807481.0,-1.705567313658154e-08,9.694919137416237e-09,1.3906251738430997e-09,6.532493191541349e-10,8.541455316044588e-10,2.68539364390123e-25,-1.566504797464832e-08,1.0057183820530389e-08,-1.4810902443043862e-08,1.0057183820530389e-08
HKG,Hong Kong S.A.R.,103620.40175450499,7481000.0,0.0,0.0,,,1.4637874565004009e-09,0.0,,,,
HND,Honduras,11223644.843028232,10119640.0,-5.767249032574281e-10,2.8903087461609307e-10,2.607942405065793e-10,1.3187764751695713e-10,2.7180988493956305e-10,4.285536530886493e-26,-3.159306305725401e-10,3.0618169431570685e-10,-4.412074563296718e-11,3.0618169431570685e-10
HRV,Croatia,5502326.424916779,3914206.0,-3.0162881054293007e-10,2.787365304738688e-10,-1.3301686012435215e-10,9.779440859770795e-11,1.2418981182326888e-09,2.215932779185366e-25,-4.34645653134531e-10,3.174080292729356e-10,8.072524650981323e-10,3.174080292729356e-10
HTI,Haiti,2689157.3120371196,11243848.0,-2.6299921521528932e-11,5.645939895309862e-11,2.4971326097604664e-11,1.185750738370885e-11,6.845304186278577e-11,9.642625660587945e-27,-1.3285952280350829e-12,5.881259265043427e-11,6.712444663474639e-11,5.881259265043427e-11
HUN,Hungary,9320070.519310424,9750149.0,-5.1491490027485734e-11,5.953950037071229e-11,-1.70667211034416e-10,1.2066009457587776e-10,1.312809743823443e-09,1.7791763756398051e-25,-2.221586984746387e-10,1.4117137006089855e-10,1.0906510453488044e-09,1.4117137006089855e-10
IDN,Indonesia,187982621.9056241,274814866.0,-4.45306150213868e-10,1.9820408842074796e-10,8.463402649367593e-10,7.265033237464999e-11,5.742596939409687e-10,1.0099735876598801e-25,4.010341163358153e-10,2.3275779329690448e-10,9.752938102767838e-10,2.3275779329690448e-10
IND,India,315074446.95913273,1402617695.0,-1.8857299529505793e-11,7.07089967234443e-12,-1.0203000747113774e-11,2.6257198132066842e-11,4.720759647020029e-10,0.0,-2.9060300175216738e-11,2.46625817900624e-11,4.4301566452678616e-10,2.46625817900624e-11
IRL,Ireland,6944520.338386661,4985382.0,-8.541742638778734e-12,1.786864075812044e-11,-1.2155380069170226e-10,3.923876961062563e-10,2.0693714783077004e-09,3.4796199688946747e-25,-1.3009554409878722e-10,3.9831893632259277e-10,1.9392759342088933e-09,3.9831893632259277e-10
IRN,Iran,162250876.47258386,87723443.0,2.8397492332807777e-12,4.779055240684067e-12,-5.486264885885749e-12,8.138544421955713e-12,2.067335064517137e-09,3.1639861212046727e-25,-2.6465155469091655e-12,8.95508404048733e-12,2.064688548970227e-09,8.95508404048733e-12
IRQ,Iraq,43736687.860220484,42116605.0,0.0,0.0,2.5220937656299696e-11,1.6926425033895775e-11,8.469835199420134e-10,1.6475435054433349e-25,2.5220937656299696e-11,1.6934894599115955e-11,8.72204457598313e-10,1.6934894599115955e-11
ISL,Iceland,10239032.509503372,366463.0,0.0,0.0,2.156742099475254e-10,1.2732194399959912e-10,2.626332569280391e-09,5.917116721117847e-25,2.156742099475254e-10,1.2738565275715087e-10,2.8420067792279166e-09,1.27385652757151e-10
ISR,Israel,2210137.3069811068,9215100.0,0.0,0.0,2.8640641881260107e-11,2.1090536680958426e-11,1.759442853214344e-09,0.0,2.8640641881260107e-11,2.11010898648414e-11,1.788083495095604e-09,2.11010898648414e-11
ITA,Italy,30118448.39540513,59438851.0,-2.5900127174396422e-11,4.2027245782392397e-11,-8.704013326233207e-11,5.529023816018416e-11,1.5882256362399401e-09,2.3348008203951414e-25,-1.1294025927412526e-10,7.704238075742245e-11,1.4752853769658147e-09,7.704238075742245e-11
JAM,Jamaica,1103290.4079889837,2830739.0,-9.621671231434619e-11,1.5506458914085688e-10,-3.560284116621137e-11,5.531252763709406e-11,7.451458042228548e-10,1.5320411701474487e-25,-1.3181955493272253e-10,1.6947309424567225e-10,6.133262492901323e-10,1.6947309424567225e-10
JOR,Jordan,8886265.622631969,10865228.0,0.0,0.0,5.041684813240919e-12,6.72501716682642e-12,5.981682451765393e-10,7.982913363515275e-26,5.041684813240919e-12,6.72838219939468e-12,6.032099299897802e-10,6.728382199394682e-12
JPN,Japan,37350674.72611737,126261000.0,-1.0452769263668116e-10,5.788586340992072e-11,-2.418034621141841e-11,1.9508245050566686e-11,2.5022692462388735e-09,4.396539804948308e-25,-1.287080395209962e-10,6.804386552928695e-11,2.3735612067178772e-09,6.804386552928695e-11
KAZ,Kazakhstan,271426536.4207198,19482117.0,-3.284211361629745e-11,1.9461304949559638e-11,2.794351851495348e-10,4.842785137064776e-10,3.819978900747069e-09,7.123346917490772e-25,2.465930716377794e-10,4.734283324865054e-10,4.066571972384849e-09,4.734283324865054e-10
KEN,Kenya,58570225.39445155,52217334.0,-1.1588861660382739e-10,8.318041284911253e-11,3.8487973246585126e-11,4.5590995141582677e-11,9.691864764718934e-11,1.661060938094625e-26,-7.740063968227485e-11,9.266679546196672e-11,1.951800796491257e-11,9.266679546196672e-11
KGZ,Kyrgyzstan,19899002.253313344,6726595.5,0.0,0.0,4.751778518568569e-11,8.921218365024328e-11,3.9802437640703974e-10,0.0,4.751778518568569e-11,8.925682322454205e-11,4.4554216159272546e-10,8.925682322454205e-11
KHM,Cambodia,18105966.920399096,16725474.0,-4.925331862044686e-10,2.7157526297909406e-10,6.870544383973751e-10,2.6210253119527733e-10,2.2005222717607287e-10,2.592936194180218e-26,1.9452125354072477e-10,3.912333886515324e-10,4.145734807168036e-10,3.912333886515324e-10
KIR,Kiribati,94986.29704677917,126099.0,0.0,0.0,0.0,0.0,1.3408170604985286e-10,5.373764722983055e-26,0.0,0.0,1.3408170604985286e-10,5.37645362218709e-26
KNA,Saint Kitts and Nevis,26412.194407662537,46870.0,,,-1.1940714742905912e-10,1.6101329630398015e-10,1.3737875972026798e-09,2.8915142214783024e-25,,,,
KOR,South Korea,9854393.823297802,51836239.0,-5.425966571378761e-11,4.298017454545651e-11,-6.022598178853214e-11,2.8122881779600174e-11,3.328964996765053e-09,5.354473270259619e-25,-1.1448565243169551e-10,6.061349890657963e-11,3.214479344333359e-09,6.061349890657963e-11
KWT,Kuwait,1747354.6174896238,4400267.0,0.0,0.0,3.487745175463216e-13,2.573320804525014e-13,5.951116687204981e-09,1.5769256510814522e-24,3.487745175463216e-13,2.5746084307274454e-13,5.9514654617225275e-09,2.5746084307296234e-13
LAO,Laos,22811396.914197315,7346533.0,-2.085976337409769e-09,9.55661534495251e-10,9.175025739352019e-10,3.378505748434942e-10,5.866916850384256e-10,1.1806409063818314e-25,-1.1684737189715748e-09,9.70665456238909e-10,-5.817820339331492e-10,9.70665456238909e-10
LBN,Lebanon,1000407.7052469315,5702398.0,0.0,0.0,9.915155869513142e-12,1.5702840411827073e-11,1.1443651489336066e-09,3.0420947046782897e-25,9.915155869513142e-12,1.5710697725509577e-11,1.1542803048031197e-09,1.571069772550962e-11
LBR,Liberia,9529821.912932614,5149463.0,-1.2288414539535481e-09,6.836147769194575e-10,1.0537703302266663e-09,1.4930863782343905e-10,3.995800581831542e-11,1.0527332388692805e-26,-1.750712259130321e-10,7.098195711414957e-10,-1.3511322009471666e-10,7.098195711414957e-10
LBY,Libya,162375891.64788428,7045399.0,0.0,0.0,-2.460800232888159e-11,1.390633135083592e-11,1.8847551992435062e-09,2.462207571177739e-25,-2.460800232888159e-11,1.3913289735735132e-11,1.8601471969146105e-09,1.3913289735735115e-11
LCA,Saint Lucia,60513.315581746334,178250.0,,,-7.684522861150067e-11,5.839900232271969e-11,7.545822606042076e-10,4.561860473291042e-25,,,,
LIE,Liechtenstein,13725.002645184904,38901.0,,,-1.4508328834734324e-10,3.1526587641631756e-11,1.0890737138874695e-09,1.7419252919036535e-25,,,,
LKA,Sri Lanka,6629114.700067098,21919000.0,-2.0263967334276198e-10,1.1502089511382818e-10,9.118361877822436e-11,4.010118805978831e-11,2.525026137903052e-10,7.914245522043921e-26,-1.1145605593896164e-10,1.1130617693427163e-10,1.4104655785134358e-10,1.1130617693427163e-10
LSO,Lesotho,3010643.550544468,2235727.0,0.0,0.0,7.302695633232501e-11,2.4870211087784865e-10,2.985868415607093e-10,9.698878015835607e-26,7.302695633232501e-11,2.4882655527436936e-10,3.7161379789303433e-10,2.4882655527436936e-10
LTU,Lithuania,6493883.6446703905,2794885.0,-7.032314388606329e-10,4.3965633648611664e-10,2.2174381056823445e-10,2.414844752438472e-10,1.2998914156768527e-09,3.1033897208235884e-25,-4.814876536890069e-10,5.120439848042048e-10,8.184037619878457e-10,5.120439848042048e-10
LUX,Luxembourg,260847.6216590273,630419.0,-1.1598853778201482e-11,1.183290160988168e-10,2.6293607902046095e-11,4.5159022620108166e-11,3.937455062071098e-09,0.0,1.4694753716805774e-11,1.256995983183085e-10,3.952149815787913e-09,1.2569959831830843e-10
LVA,Latvia,6457627.961073454,1900449.0,-1.3563215324378608e-09,8.254079430702955e-10,4.0172089227335223e-10,1.5291219671367137e-10,1.042488605786422e-09,2.2819916187922005e-25,-9.546005494715724e-10,7.978205044185874e-10,8.78880563148498e-11,7.978205044185874e-10
MAC,Macao,3007.5669084255383,685400.0,,,,,5.338986009467464e-10,0.0,,,,
MAR,Morocco,59174262.3497514,36584208.0,0.0,0.0,1.8006379200555605e-11,1.2683472677847775e-11,4.689136178934746e-10,9.483455134394639e-26,1.8006379200555605e-11,1.2689819174456366e-11,4.869199970940302e-10,1.2689819174456366e-11
MCO,Monaco,1883.9594088221097,38050.0,,,2.0612352168199744e-13,3.541829038016029e-13,,,,,,
MDA,Moldova,3320655.194059752,2635130.0,0.0,0.0,-1.9682821113186067e-10,1.3142736163453035e-10,5.436406787499288e-10,0.0,-1.9682821113186067e-10,1.3149312464170648e-10,3.4681246761803024e-10,1.3149312464170648e-10
MDG,Madagascar,59298134.630922355,28953556.0,-2.975112279818064e-10,2.1294785345192144e-10,1.9681476213146323e-10,9.310277481015113e-11,3.593541651292159e-11,7.489250525811093e-27,-1.0069643241383546e-10,2.340772461129714e-10,-6.476101590091387e-11,2.340772461129714e-10
MDV,Maldives,10874.234766367475,502118.0,,,5.974691208042731e-15,8.23691455547329e-31,8.714927664783974e-10,3.2388865938449865e-25,,,,
MEX,Mexico,195784508.91338766,126799054.0,-2.683268441419129e-10,8.597014454066826e-11,1.885634539513205e-11,3.047344003415751e-11,9.916901846178672e-10,2.1889418524864483e-25,-2.4947050772494324e-10,9.758218867902832e-11,7.422196768929246e-10,9.758218867902832e-11
MHL,Marshall Islands,16481.433375796594,42706.0,,,0.0,0.0,9.291193734194972e-10,1.5867240149005767e-25,,,,
MKD,North Macedonia,2538520.143592789,1856124.0,-4.184452655102784e-10,3.820218907788488e-10,-9.664101644071197e-12,1.4499925977957291e-10,1.0495497294545515e-09,2.336486511645784e-25,-4.281093638094222e-10,4.5030259108685623e-10,6.214403656450754e-10,4.5030259108685623e-10
MLI,Mali,125272290.37316248,21713836.0,-3.1155253268008468e-12,4.2544719413004685e-12,1.8769291427825096e-10,2.1975684254738315e-10,6.197274362254094e-11,0.0,1.8457738899225822e-10,2.1898245348369122e-10,2.465501326147992e-10,2.1898245348369122e-10
MLT,Malta,32568.39760728248,515332.0,,,-1.9157964186194533e-11,1.9818980764727702e-11,9.342237463390591e-10,4.20778128463012e-25,,,,
MMR,Myanmar,66315944.73154302,53016522.0,-5.829392957916025e-10,1.9356718647066285e-10,5.195592238019669e-10,1.2466886710398316e-10,1.3280841752949014e-10,3.272043149071165e-26,-6.33800450979904e-11,2.2543624675821245e-10,6.942837243149787e-11,2.2543624675821245e-10
MNE,Montenegro,1372748.1737124666,621306.0,-7.08210495311489e-10,6.076116116696121e-10,-7.513040546846481e-10,3.1860589295129935e-10,9.940185760330659e-10,0.0,-1.45951460358181e-09,7.30286247934673e-10,-4.654960275487441e-10,7.30286247934673e-10
