flux,sink_iso,sink_country,target_iso,target_country,forest_ha,flow_per_ha_mean,flow_per_ha_q17,flow_per_ha_q83
Fa_tf,GNQ,Equatorial Guinea,CPV,Cabo Verde,2448420.0,0.016821164580614705,0.0019683870906764857,0.031835456294341646
Fa_tf,GNQ,Equatorial Guinea,CRI,Costa Rica,2448420.0,0.4694722789895078,0.0738129199992556,0.829220607300387
Fa_tf,GNQ,Equatorial Guinea,CUB,Cuba,2448420.0,0.4060368663947555,0.077742702263814,0.7293377279165475
Fa_tf,GNQ,Equatorial Guinea,CYP,Cyprus,2448420.0,0.07661615552170753,0.006734124325009302,0.14589600692231766
Fa_tf,GNQ,Equatorial Guinea,DJI,Djibouti,2448420.0,0.10064476941468058,0.018501210503137053,0.17748044226078452
Fa_tf,GNQ,Equatorial Guinea,DOM,Dominican Republic,2448420.0,0.9174984420891119,0.18474964782201492,1.615141455406741
Fa_tf,GNQ,Equatorial Guinea,DZA,Algeria,2448420.0,1.82730420985424,0.06037211294315249,3.571991537273552
Fa_tf,GNQ,Equatorial Guinea,ECU,Ecuador,2448420.0,0.9687355723903566,0.09173062450847008,1.8177558046898514
Fa_tf,GNQ,Equatorial Guinea,EGY,Egypt,2448420.0,9.740739108233596,1.612964036294277,18.116372731203562
Fa_tf,GNQ,Equatorial Guinea,ERI,Eritrea,2448420.0,0.16798440167294287,0.03007110962115856,0.3108324335041666
Fa_tf,GNQ,Equatorial Guinea,ESP,Spain,2448420.0,1.876771040294705,-0.26610069186386986,4.142566007923732
Fa_tf,GNQ,Equatorial Guinea,ETH,Ethiopia,2448420.0,5.061730534919134,0.5673975302233105,9.145407689760905
Fa_tf,GNQ,Equatorial Guinea,FJI,Fiji,2448420.0,0.032938591845883713,0.004865482991246139,0.0600247736780207
Fa_tf,GNQ,Equatorial Guinea,GAB,Gabon,2448420.0,0.25537718346349353,0.05042372495135881,0.461366380455957
Fa_tf,GNQ,Equatorial Guinea,GHA,Ghana,2448420.0,2.8398796610622776,0.5304014825381163,5.0240361323654925
Fa_tf,GNQ,Equatorial Guinea,GIN,Guinea,2448420.0,1.3678401302016507,0.26686147979786984,2.4468702045855193
Fa_tf,GNQ,Equatorial Guinea,GMB,Gambia,2448420.0,0.16759436157185803,0.028402022229550353,0.3031401717181921
Fa_tf,GNQ,Equatorial Guinea,GNB,Guinea-Bissau,2448420.0,0.13854903245486136,0.02681987741280453,0.24729751463611943
Fa_tf,GNQ,Equatorial Guinea,GNQ,Equatorial Guinea,2448420.0,0.2211469507099274,0.04321862710003909,0.39543529756254886
Fa_tf,GNQ,Equatorial Guinea,GRC,Greece,2448420.0,0.5041262016846642,-0.04270716899265909,1.088019549180451
Fa_tf,GNQ,Equatorial Guinea,GTM,Guatemala,2448420.0,1.4387564805174586,0.2540760694845063,2.5865879650426145
Fa_tf,GNQ,Equatorial Guinea,GUY,Guyana,2448420.0,0.03926011704116597,0.007813983700278707,0.06921069028523412
Fa_tf,GNQ,Equatorial Guinea,HND,Honduras,2448420.0,0.7034159450709639,0.13853437703803273,1.2376889178272363
Fa_tf,GNQ,Equatorial Guinea,HRV,Croatia,2448420.0,0.005921678333546812,-0.0982719148015585,0.1075535401901747
Fa_tf,GNQ,Equatorial Guinea,HTI,Haiti,2448420.0,0.45151362019154195,0.09132823423583496,0.8113768721803657
Fa_tf,GNQ,Equatorial Guinea,IDN,Indonesia,2448420.0,19.61661608702119,3.7643866045511998,35.31687079011673
Fa_tf,GNQ,Equatorial Guinea,IND,India,2448420.0,128.67076824340936,24.895551788315956,231.0500195365677
Fa_tf,GNQ,Equatorial Guinea,IRN,Iran,2448420.0,3.3290966960129182,-0.0,6.979169712610896
Fa_tf,GNQ,Equatorial Guinea,IRQ,Iraq,2448420.0,3.785636717181964,0.6629811531412566,7.141768763729588
Fa_tf,GNQ,Equatorial Guinea,ISR,Israel,2448420.0,2.1211432645429578,0.27405873262804176,4.046643442451442
Fa_tf,GNQ,Equatorial Guinea,ITA,Italy,2448420.0,1.2253689733617061,-1.2673029876430522,3.909277558929348
Fa_tf,GNQ,Equatorial Guinea,JAM,Jamaica,2448420.0,0.08920879621344838,0.013118798962681292,0.16218083790455534
Fa_tf,GNQ,Equatorial Guinea,JOR,Jordan,2448420.0,0.7290858707952701,0.04709609774492081,1.4486178477481892
Fa_tf,GNQ,Equatorial Guinea,JPN,Japan,2448420.0,3.193806253676491,-1.543561452151928,8.34510281858263
Fa_tf,GNQ,Equatorial Guinea,KEN,Kenya,2448420.0,2.32661414407121,0.3080171386978641,4.19805044393925
Fa_tf,GNQ,Equatorial Guinea,KHM,Cambodia,2448420.0,1.0538884206360577,0.22037799876500297,1.90261215826972
Fa_tf,GNQ,Equatorial Guinea,KWT,Kuwait,2448420.0,2.0768297859362703,0.4063262491367947,3.8082047157251586
Fa_tf,GNQ,Equatorial Guinea,LAO,Laos,2448420.0,0.4822292992659756,0.089889002871536,0.8453139109041711
Fa_tf,GNQ,Equatorial Guinea,LBN,Lebanon,2448420.0,0.10950923776993181,-0.054038945814494074,0.28848589411557946
Fa_tf,GNQ,Equatorial Guinea,LBR,Liberia,2448420.0,0.45604116195130645,0.07795129118040846,0.8275646108549238
Fa_tf,GNQ,Equatorial Guinea,LBY,Libya,2448420.0,0.9850642316994717,0.1385764556359243,1.8622410835171945
Fa_tf,GNQ,Equatorial Guinea,LKA,Sri Lanka,2448420.0,1.95041049427378,0.4039724886252403,3.5097099608423203
Fa_tf,GNQ,Equatorial Guinea,LSO,Lesotho,2448420.0,0.009177121545709575,-0.029065288546403605,0.047309685052911464
Fa_tf,GNQ,Equatorial Guinea,MAR,Morocco,2448420.0,1.6162706498680242,0.04164467835391388,3.1116002638627474
Fa_tf,GNQ,Equatorial Guinea,MDG,Madagascar,2448420.0,1.071164848397617,0.14754401934275158,1.943470737158463
Fa_tf,GNQ,Equatorial Guinea,MEX,Mexico,2448420.0,10.15915292110719,0.9663428691974978,18.992237325415974
Fa_tf,GNQ,Equatorial Guinea,MLI,Mali,2448420.0,1.99666489635699,0.4115911162020074,3.5616056534519864
Fa_tf,GNQ,Equatorial Guinea,MMR,Myanmar,2448420.0,1.086305830435825,0.21123737442502055,1.9270474226334184
Fa_tf,GNQ,Equatorial Guinea,MOZ,Mozambique,2448420.0,2.0230513481497616,0.40625076340422034,3.6625763830813067
Fa_tf,GNQ,Equatorial Guinea,MRT,Mauritania,2448420.0,0.46809221755507996,0.09073138132726073,0.8479429984687865
Fa_tf,GNQ,Equatorial Guinea,MUS,Mauritius,2448420.0,0.12543892172371043,0.021526738789870357,0.22599169629954746
Fa_tf,GNQ,Equatorial Guinea,MWI,Malawi,2448420.0,1.7933702258700839,0.3398363723586256,3.253141628310311
Fa_tf,GNQ,Equatorial Guinea,MYS,Malaysia,2448420.0,5.604083912135843,1.0777846717519568,9.940475652794879
Fa_tf,GNQ,Equatorial Guinea,NAM,Namibia,2448420.0,0.23467314157820016,0.037004368866706876,0.42595608714973376
Fa_tf,GNQ,Equatorial Guinea,NCL,New Caledonia,2448420.0,0.025480116390807158,0.0032307656874016114,0.048017236283786936
Fa_tf,GNQ,Equatorial Guinea,NER,Niger,2448420.0,3.2673937804649005,0.6921986708257036,5.8587057359558035
Fa_tf,GNQ,Equatorial Guinea,NGA,Nigeria,2448420.0,34.65540800996435,7.154208025143527,62.249064145430445
Fa_tf,GNQ,Equatorial Guinea,NIC,Nicaragua,2448420.0,0.44075914483569717,0.0904487417124452,0.790044426408214
Fa_tf,GNQ,Equatorial Guinea,NPL,Nepal,2448420.0,1.4036409558448326,0.20916150120275814,2.5819135128448596
Fa_tf,GNQ,Equatorial Guinea,NZL,New Zealand,2448420.0,0.006556898123127947,-0.18416076395264477,0.19738931581694794
Fa_tf,GNQ,Equatorial Guinea,OMN,Oman,2448420.0,1.0922593423611784,0.2153920845209651,1.9999326720042814
Fa_tf,GNQ,Equatorial Guinea,PAK,Pakistan,2448420.0,16.75246214887524,3.154690998163934,30.695682992691815
Fa_tf,GNQ,Equatorial Guinea,PAN,Panama,2448420.0,0.714503391722298,0.1327449504239234,1.2769796879286048
Fa_tf,GNQ,Equatorial Guinea,PER,Peru,2448420.0,1.4884409109639862,0.0,3.0357669021452938
Fa_tf,GNQ,Equatorial Guinea,PHL,Philippines,2448420.0,7.743709499572542,1.4131068677629386,13.609476609328116
Fa_tf,GNQ,Equatorial Guinea,PNG,Papua New Guinea,2448420.0,0.4893417681214672,0.07266330719753103,0.9026578378986615
Fa_tf,GNQ,Equatorial Guinea,PRT,Portugal,2448420.0,0.3436722667119308,-0.03105243017196805,0.7584938269627153
Fa_tf,GNQ,Equatorial Guinea,PRY,Paraguay,2448420.0,0.7321016977694628,0.09273980254377426,1.403052849349009
Fa_tf,GNQ,Equatorial Guinea,QAT,Qatar,2448420.0,1.9761587906852724,0.40271234309549564,3.625621661926497
Fa_tf,GNQ,Equatorial Guinea,RWA,Rwanda,2448420.0,0.7481517860337633,0.09767474592196487,1.4129798100679933
Fa_tf,GNQ,Equatorial Guinea,SAU,Saudi Arabia,2448420.0,10.380603855489447,1.9955445782630443,19.028759628603847
Fa_tf,GNQ,Equatorial Guinea,SDN,Sudan,2448420.0,7.312307225855438,1.542318413709353,13.239813094276984
Fa_tf,GNQ,Equatorial Guinea,SEN,Senegal,2448420.0,1.367803685588976,0.23384815744623097,2.519080182466896
Fa_tf,GNQ,Equatorial Guinea,SLB,Solomon Islands,2448420.0,0.046190456759922345,0.008244958461714186,0.0832927805053319
Fa_tf,GNQ,Equatorial Guinea,SLE,Sierra Leone,2448420.0,0.454036925336402,0.08139116916385719,0.8134656336132516
Fa_tf,GNQ,Equatorial Guinea,SLV,El Salvador,2448420.0,0.2967335325468317,0.052443286976141645,0.5338716320627814
Fa_tf,GNQ,Equatorial Guinea,SOM,Somaliland,2448420.0,0.06388529952529023,0.013218623109404437,0.11417444615933219
Fa_tf,GNQ,Equatorial Guinea,STP,São Tomé and Principe,2448420.0,0.01657765793336612,0.0032339866436540544,0.029093605544907242
Fa_tf,GNQ,Equatorial Guinea,SUR,Suriname,2448420.0,0.06875054425079132,0.013910713744121799,0.12288778400749821
Fa_tf,GNQ,Equatorial Guinea,SWZ,eSwatini,2448420.0,0.06194713302027073,0.007497337479468961,0.11670422038713747
Fa_tf,GNQ,Equatorial Guinea,SYR,Syria,2448420.0,1.7818700454350442,0.10560663248413171,3.527679990286531
Fa_tf,GNQ,Equatorial Guinea,TCD,Chad,2448420.0,1.6569631571286514,0.3487412254611618,2.9938163713028945
Fa_tf,GNQ,Equatorial Guinea,TGO,Togo,2448420.0,0.430510077613213,0.08212014719121263,0.7709976826099142
Fa_tf,GNQ,Equatorial Guinea,THA,Thailand,2448420.0,8.878992682179257,1.804858113385284,15.852460348195187
Fa_tf,GNQ,Equatorial Guinea,TJK,Tajikistan,2448420.0,0.05110081706871399,-0.0906904054161948,0.19434029715475135
Fa_tf,GNQ,Equatorial Guinea,TKM,Turkmenistan,2448420.0,0.3384731513076012,0.0,0.7171964786621954
Fa_tf,GNQ,Equatorial Guinea,TTO,Trinidad and Tobago,2448420.0,0.14019710770653368,0.026833707384596082,0.24502340465438696
Fa_tf,GNQ,Equatorial Guinea,TUN,Tunisia,2448420.0,0.8588123430429236,0.08709720798553751,1.64092757459961
Fa_tf,GNQ,Equatorial Guinea,TUR,Turkey,2448420.0,1.2175071444777152,-2.093195016546789,4.657883645128018
Fa_tf,GNQ,Equatorial Guinea,TZA,United Republic of Tanzania,2448420.0,4.576035539481032,0.8205757346982687,8.271499268052454
Fa_tf,GNQ,Equatorial Guinea,UGA,Uganda,2448420.0,4.852967583177789,0.8474663128764139,8.794386622739507
Fa_tf,GNQ,Equatorial Guinea,URY,Uruguay,2448420.0,0.13286507909418685,0.003005817488420527,0.25786391613894694
Fa_tf,GNQ,Equatorial Guinea,USA,United States of America,2448420.0,17.966416303796567,-9.780646739401192,48.1110134149554
Fa_tf,GNQ,Equatorial Guinea,UZB,Uzbekistan,2448420.0,0.6219116871946385,-0.09596751089684749,1.4405046588080985
Fa_tf,GNQ,Equatorial Guinea,VCT,Saint Vincent and the Grenadines,2448420.0,0.006825481777596969,0.001342369559122881,0.011997485174324512
Fa_tf,GNQ,Equatorial Guinea,VEN,Venezuela,2448420.0,3.980284599156979,0.7766427998438347,7.025012444053113
Fa_tf,GNQ,Equatorial Guinea,VNM,Vietnam,2448420.0,5.263394519767016,1.0072262991570466,9.270942588161944
Fa_tf,GNQ,Equatorial Guinea,VUT,Vanuatu,2448420.0,0.016141178441059677,0.0015884568863147744,0.030078931355592715
Fa_tf,GNQ,Equatorial Guinea,WSM,Samoa,2448420.0,0.00599272228551783,0.0010700347281583482,0.010763580023610391
Fa_tf,GNQ,Equatorial Guinea,YEM,Yemen,2448420.0,1.9863613960994693,0.3504471411836291,3.599064606166708
Fa_tf,GNQ,Equatorial Guinea,ZAF,South Africa,2448420.0,3.24911984263816,0.13409584908503144,6.482176583384526
Fa_tf,GNQ,Equatorial Guinea,ZMB,Zambia,2448420.0,1.8480545065403144,0.3119477281324619,3.390212076833577
Fa_tf,GNQ,Equatorial Guinea,ZWE,Zimbabwe,2448420.0,0.30718418744186105,0.04465437700311039,0.567390015387563
Fa_tf,GRC,Greece,AFG,Afghanistan,3901800.0,0.4651952504618461,-0.3324922352456038,1.1744373544598303
Fa_tf,GRC,Greece,AGO,Angola,3901800.0,1.3425897510558233,0.3806717930002514,2.321956163031917
Fa_tf,GRC,Greece,ALB,Albania,3901800.0,0.02567826507675645,-0.015069225263725125,0.061212300012400994
Fa_tf,GRC,Greece,ARE,United Arab Emirates,3901800.0,3.477555490848154,1.2366952114705816,5.699257668495054
Fa_tf,GRC,Greece,ARG,Argentina,3901800.0,1.6044965828314834,0.16107005603045968,3.006973950494248
Fa_tf,GRC,Greece,AUS,Australia,3901800.0,1.603951817620075,-0.02112910065250278,3.1533502050728304
Fa_tf,GRC,Greece,AZE,Azerbaijan,3901800.0,0.05809212472011588,-0.0715271170940128,0.17044157316746034
Fa_tf,GRC,Greece,BDI,Burundi,3901800.0,0.29728376712493243,0.08357055736936486,0.5137982176767661
Fa_tf,GRC,Greece,BEN,Benin,3901800.0,0.5897197606024862,0.191389043034397,1.0044324458716396
Fa_tf,GRC,Greece,BFA,Burkina Faso,3901800.0,1.8656183338167893,0.6858699084257192,3.0595440920531294
Fa_tf,GRC,Greece,BGD,Bangladesh,3901800.0,4.485227543052206,1.2300744898296991,7.912654745922761
Fa_tf,GRC,Greece,BHS,The Bahamas,3901800.0,0.03549245731943788,0.011654324839079445,0.05943575491035893
Fa_tf,GRC,Greece,BLZ,Belize,3901800.0,0.020748258074555843,0.006931486934651159,0.03396728141302575
Fa_tf,GRC,Greece,BOL,Bolivia,3901800.0,0.5559666546041078,0.10686348338786283,1.0282937878432175
Fa_tf,GRC,Greece,BRA,Brazil,3901800.0,10.201460678558323,2.946194966893207,17.507745143733775
Fa_tf,GRC,Greece,BRN,Brunei,3901800.0,0.10790859628123993,0.03687743938476869,0.1787329967770444
Fa_tf,GRC,Greece,BTN,Bhutan,3901800.0,0.06082960998020736,0.004053511048383185,0.11574987409031284
Fa_tf,GRC,Greece,BWA,Botswana,3901800.0,0.2265155951477134,0.07570590286568377,0.3775248658272019
Fa_tf,GRC,Greece,CAF,Central African Republic,3901800.0,0.1613220819851814,0.0543560734933407,0.26716313990915375
Fa_tf,GRC,Greece,CHN,China,3901800.0,25.495107398841984,-8.044472725790557,56.27074371176189
Fa_tf,GRC,Greece,CIV,Ivory Coast,3901800.0,1.835390921027413,0.6153469206808885,3.0761211840761775
Fa_tf,GRC,Greece,CMR,Cameroon,3901800.0,1.265139011933236,0.40759098834589463,2.107560331946199
Fa_tf,GRC,Greece,COD,Democratic Republic of the Congo,3901800.0,3.6134864458586025,1.1874484228735693,6.006041930115014
Fa_tf,GRC,Greece,COG,Republic of the Congo,3901800.0,0.46507738409102944,0.15599127094641224,0.7658868581203194
Fa_tf,GRC,Greece,COL,Colombia,3901800.0,2.7616437728312877,0.7348398443666816,4.840154854204929
Fa_tf,GRC,Greece,COM,Comoros,3901800.0,0.026554680622574277,0.008769538201175566,0.04444688484475789
Fa_tf,GRC,Greece,CPV,Cabo Verde,3901800.0,0.012081644979419251,0.003478784140811072,0.020686554233416934
Fa_tf,GRC,Greece,CRI,Costa Rica,3901800.0,0.31897890208368734,0.08734919218437538,0.5581092278315091
Fa_tf,GRC,Greece,CUB,Cuba,3901800.0,0.28343447296119867,0.08951005183999342,0.4763794322792276
Fa_tf,GRC,Greece,CYP,Cyprus,3901800.0,0.05301223591735149,0.011316014215991326,0.09458790582472129
Fa_tf,GRC,Greece,DJI,Djibouti,3901800.0,0.07438598495397916,0.02901850788752568,0.11659271829331971
Fa_tf,GRC,Greece,DOM,Dominican Republic,3901800.0,0.6472470594380628,0.2003875064777021,1.0871747177020872
Fa_tf,GRC,Greece,DZA,Algeria,3901800.0,1.2254155438308931,0.18543490769033777,2.2372707364802316
Fa_tf,GRC,Greece,ECU,Ecuador,3901800.0,0.665887491710459,0.15762986169375182,1.2056394724773707
Fa_tf,GRC,Greece,EGY,Egypt,3901800.0,6.535740537215967,1.9391990158390628,11.090932713273734
Fa_tf,GRC,Greece,ERI,Eritrea,3901800.0,0.11512485412410557,0.036298729235120494,0.19208922091475758
Fa_tf,GRC,Greece,ESP,Spain,3901800.0,1.282838242405797,-0.24127318528452393,2.653909021326845
Fa_tf,GRC,Greece,ETH,Ethiopia,3901800.0,3.477875069647557,0.8450862442205854,6.212603879814132
Fa_tf,GRC,Greece,FJI,Fiji,3901800.0,0.024648418608531716,0.007870049439470662,0.039504781680630804
Fa_tf,GRC,Greece,GAB,Gabon,3901800.0,0.17555289502253474,0.05627634250503396,0.29325238157818956
Fa_tf,GRC,Greece,GHA,Ghana,3901800.0,1.9554852444424617,0.6522492907956574,3.2965955509575022
Fa_tf,GRC,Greece,GIN,Guinea,3901800.0,0.9332305947870484,0.31560483055575383,1.5478415036830881
Fa_tf,GRC,Greece,GMB,Gambia,3901800.0,0.11429672994601663,0.03747723231362872,0.19076669228377147
Fa_tf,GRC,Greece,GNB,Guinea-Bissau,3901800.0,0.09547405179318895,0.03253606564676399,0.15801131325413173
Fa_tf,GRC,Greece,GNQ,Equatorial Guinea,3901800.0,0.1529790350431752,0.04692339024753966,0.2562231911378143
Fa_tf,GRC,Greece,GRC,Greece,3901800.0,0.3576915391616319,-0.04267279311610188,0.7377756952405156
Fa_tf,GRC,Greece,GTM,Guatemala,3901800.0,0.9805544735162782,0.3018105306158635,1.6588770206067915
Fa_tf,GRC,Greece,GUY,Guyana,3901800.0,0.02646159018322507,0.009531453673944775,0.04349200198613471
Fa_tf,GRC,Greece,HND,Honduras,3901800.0,0.4838954127655585,0.15817924458301008,0.807929681597798
Fa_tf,GRC,Greece,HRV,Croatia,3901800.0,0.0036270037145516715,-0.07247745569191802,0.0694065143666106
Fa_tf,GRC,Greece,HTI,Haiti,3901800.0,0.3198642385619829,0.09852531791170172,0.5370598201572178
Fa_tf,GRC,Greece,IDN,Indonesia,3901800.0,13.617480353101303,4.331849932115764,22.74489750505603
Fa_tf,GRC,Greece,IND,India,3901800.0,87.95374791758175,29.481009463525943,146.20763613404552
Fa_tf,GRC,Greece,IRN,Iran,3901800.0,2.309484063638817,0.03753241143994682,4.569981783432662
Fa_tf,GRC,Greece,IRQ,Iraq,3901800.0,2.5641303322265725,0.8378225960079947,4.266843655284999
Fa_tf,GRC,Greece,ISR,Israel,3901800.0,1.4168534089336076,0.3647572423586316,2.462985353204592
Fa_tf,GRC,Greece,ITA,Italy,3901800.0,0.8211317107742805,-0.9344696538801398,2.429180235280393
Fa_tf,GRC,Greece,JAM,Jamaica,3901800.0,0.06146950880044421,0.01646824939879856,0.10694036487289486
Fa_tf,GRC,Greece,JOR,Jordan,3901800.0,0.4812755355306657,0.09186277466895128,0.8561217762592005
Fa_tf,GRC,Greece,JPN,Japan,3901800.0,2.218301138050319,-1.1411089117433402,5.395027852412134
Fa_tf,GRC,Greece,KEN,Kenya,3901800.0,1.6184217219419033,0.4134101408513854,2.828768483195502
Fa_tf,GRC,Greece,KHM,Cambodia,3901800.0,0.7221734463170827,0.24585055697302466,1.2159535415421825
Fa_tf,GRC,Greece,KWT,Kuwait,3901800.0,1.4169457085127204,0.5131165754335285,2.32739914219575
Fa_tf,GRC,Greece,LAO,Laos,3901800.0,0.326179560517228,0.10278039338482464,0.5530176507731646
Fa_tf,GRC,Greece,LBN,Lebanon,3901800.0,0.0744040872804858,-0.04216072332445627,0.17941478177811354
Fa_tf,GRC,Greece,LBR,Liberia,3901800.0,0.31192374633651965,0.10400971989700941,0.5298979042415187
Fa_tf,GRC,Greece,LBY,Libya,3901800.0,0.6667642627510898,0.18066335218110494,1.133544227086922
Fa_tf,GRC,Greece,LKA,Sri Lanka,3901800.0,1.3365990946237953,0.456130509087844,2.2060443036114945
Fa_tf,GRC,Greece,LSO,Lesotho,3901800.0,0.006645639021107119,-0.02116053118437601,0.03268533301782239
Fa_tf,GRC,Greece,MAR,Morocco,3901800.0,1.0883487933884777,0.15356653585645735,1.9878204935692534
Fa_tf,GRC,Greece,MDG,Madagascar,3901800.0,0.72954822947783,0.2005849941592656,1.2635652615463653
Fa_tf,GRC,Greece,MEX,Mexico,3901800.0,6.906181622562281,1.527467400272541,12.338482432065598
Fa_tf,GRC,Greece,MLI,Mali,3901800.0,1.3445556961258545,0.5073332513906226,2.2017727331760457
Fa_tf,GRC,Greece,MMR,Myanmar,3901800.0,0.7393820507186215,0.24543124011963877,1.2263941581394215
Fa_tf,GRC,Greece,MOZ,Mozambique,3901800.0,1.376931468473687,0.4541704763451954,2.269662159277527
Fa_tf,GRC,Greece,MRT,Mauritania,3901800.0,0.3137789501624573,0.11381022426329811,0.5125771882267831
Fa_tf,GRC,Greece,MUS,Mauritius,3901800.0,0.09312628282458171,0.03198501273743139,0.14876819786700382
Fa_tf,GRC,Greece,MWI,Malawi,3901800.0,1.2119452970308944,0.3835445944682937,2.0377684146141593
Fa_tf,GRC,Greece,MYS,Malaysia,3901800.0,3.845410580214131,1.2452671796642092,6.374582942564552
Fa_tf,GRC,Greece,NAM,Namibia,3901800.0,0.15972569570846407,0.04624186198755676,0.2734414168020507
Fa_tf,GRC,Greece,NCL,New Caledonia,3901800.0,0.01870095216914038,0.005548181954879918,0.031168192212506912
Fa_tf,GRC,Greece,NER,Niger,3901800.0,2.20462007382656,0.8093734635073914,3.6275081627963166
Fa_tf,GRC,Greece,NGA,Nigeria,3901800.0,23.602309560829212,8.13531160462975,39.363406941964215
Fa_tf,GRC,Greece,NIC,Nicaragua,3901800.0,0.30067687987382746,0.09952188701327756,0.49617538707893116
Fa_tf,GRC,Greece,NPL,Nepal,3901800.0,0.9678914392198414,0.26713894684255446,1.6721519618923564
Fa_tf,GRC,Greece,NZL,New Zealand,3901800.0,0.015002227385899406,-0.13891872560259327,0.14650138292204465
Fa_tf,GRC,Greece,OMN,Oman,3901800.0,0.7502462989371929,0.2591644513649165,1.2484722977420692
Fa_tf,GRC,Greece,PAK,Pakistan,3901800.0,11.45514268666114,3.7150968945720058,19.237294558126738
Fa_tf,GRC,Greece,PAN,Panama,3901800.0,0.4884339526964227,0.15737495948568095,0.8312195720932949
Fa_tf,GRC,Greece,PER,Peru,3901800.0,0.9980006936996589,0.002381432906676874,2.0578770863427738
Fa_tf,GRC,Greece,PHL,Philippines,3901800.0,5.26787509113948,1.756563518540441,8.769519392890212
Fa_tf,GRC,Greece,PNG,Papua New Guinea,3901800.0,0.33641166909646913,0.09683006808142905,0.5831049365206521
Fa_tf,GRC,Greece,PRT,Portugal,3901800.0,0.2374133430874266,-0.03397696871951917,0.4826961546446167
Fa_tf,GRC,Greece,PRY,Paraguay,3901800.0,0.49896219360751465,0.1293219437692421,0.8845728672188405
Fa_tf,GRC,Greece,QAT,Qatar,3901800.0,1.3579298172725904,0.4993681959811364,2.218931683409197
Fa_tf,GRC,Greece,RWA,Rwanda,3901800.0,0.5108743289127082,0.13988807469358747,0.8846325330152277
Fa_tf,GRC,Greece,SAU,Saudi Arabia,3901800.0,6.952127709207642,2.534552111777401,11.337887611865645
Fa_tf,GRC,Greece,SDN,Sudan,3901800.0,4.912693975538323,1.7828334810985176,8.14619043564354
Fa_tf,GRC,Greece,SEN,Senegal,3901800.0,0.9260278082815002,0.3106212710449542,1.5349171123710392
Fa_tf,GRC,Greece,SLB,Solomon Islands,3901800.0,0.031521084167582196,0.010489222448397416,0.05260073160729503
Fa_tf,GRC,Greece,SLE,Sierra Leone,3901800.0,0.30949533475275076,0.10554570137386088,0.5204627358836134
Fa_tf,GRC,Greece,SLV,El Salvador,3901800.0,0.20401495442457132,0.061116619168110384,0.3455796728304539
Fa_tf,GRC,Greece,SOM,Somaliland,3901800.0,0.04431183143436908,0.015077900844687093,0.07338810180489098
Fa_tf,GRC,Greece,STP,São Tomé and Principe,3901800.0,0.011341147528535996,0.0036490530438240036,0.018890891507623322
Fa_tf,GRC,Greece,SUR,Suriname,3901800.0,0.04634391031328547,0.01657868353471548,0.07570044672505953
Fa_tf,GRC,Greece,SWZ,eSwatini,3901800.0,0.042721455488484855,0.011140654698702991,0.07469137973877833
Fa_tf,GRC,Greece,SYR,Syria,3901800.0,1.2100660265396515,0.24163655254520627,2.1606810268899475
Fa_tf,GRC,Greece,TCD,Chad,3901800.0,1.1131586912196265,0.4033001748295792,1.843771267012885
Fa_tf,GRC,Greece,TGO,Togo,3901800.0,0.29471519100459814,0.0986386072560576,0.4967537285297229
Fa_tf,GRC,Greece,THA,Thailand,3901800.0,6.063773563257477,2.06591705610909,10.182006686128585
Fa_tf,GRC,Greece,TJK,Tajikistan,3901800.0,0.03577025141295706,-0.06441880642264967,0.1252095259901545
Fa_tf,GRC,Greece,TKM,Turkmenistan,3901800.0,0.23114166605115366,0.000520901020097506,0.4469423815117797
Fa_tf,GRC,Greece,TTO,Trinidad and Tobago,3901800.0,0.09486794306813016,0.03082925743305358,0.15902195847951767
Fa_tf,GRC,Greece,TUN,Tunisia,3901800.0,0.5876631974290929,0.1374726296707701,1.035432051700877
Fa_tf,GRC,Greece,TUR,Turkey,3901800.0,0.8824973394012077,-1.4556443444591551,2.9399197005081934
Fa_tf,GRC,Greece,TZA,United Republic of Tanzania,3901800.0,3.1456843669220245,0.9417101284123225,5.259990543640328
Fa_tf,GRC,Greece,UGA,Uganda,3901800.0,3.293482767964205,1.0080970528620001,5.548335586328756
Fa_tf,GRC,Greece,URY,Uruguay,3901800.0,0.10469996954033747,0.013978628288412571,0.18698199853252273
Fa_tf,GRC,Greece,USA,United States of America,3901800.0,11.985157543478692,-7.643010159880915,29.909891532658413
Fa_tf,GRC,Greece,UZB,Uzbekistan,3901800.0,0.4283538041823412,-0.0893912791782689,0.9108462814918603
Fa_tf,GRC,Greece,VCT,Saint Vincent and the Grenadines,3901800.0,0.004608651252835575,0.0015416568427843926,0.007711736813716384
Fa_tf,GRC,Greece,VEN,Venezuela,3901800.0,2.7288744056289196,0.9077484347865955,4.557800824100098
Fa_tf,GRC,Greece,VNM,Vietnam,3901800.0,3.603640762675497,1.1256189200702726,6.047538740345381
Fa_tf,GRC,Greece,VUT,Vanuatu,3901800.0,0.01194963756554871,0.003110888112407086,0.02019071403448268
Fa_tf,GRC,Greece,WSM,Samoa,3901800.0,0.0040658891901778765,0.0012846537370023922,0.006904764022616877
Fa_tf,GRC,Greece,YEM,Yemen,3901800.0,1.3755267576570378,0.409724943209168,2.313123225672822
Fa_tf,GRC,Greece,ZAF,South Africa,3901800.0,2.240510955882097,0.35415118186669825,4.184972655815483
